id,user_id,ip_address,user_agent,payload,last_activity
866jZmBknxdcymJDILp1Awft2Lr3poJLdVlLPYHB,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",YToyOntzOjY6Il90b2tlbiI7czo0MDoibkpNdDZiTWtQNmt2TjA5TG9YRjdGSlp6d1hPMXRnTURFb1ZGc2lQNiI7czo2OiJfZmxhc2giO2E6Mjp7czozOiJvbGQiO2E6MDp7fXM6MzoibmV3IjthOjA6e319fQ==,1765173422
cRh8s1mQALzclQJfn7uaHF42T8vmw1ldEn6QBBUU,12,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",YTo0OntzOjY6Il90b2tlbiI7czo0MDoiV0FNalpMS2J6NkdQbFM5VVZVRW9hVUM5UndFUHVIVXFVeWlSQlNkNiI7czo2OiJfZmxhc2giO2E6Mjp7czozOiJvbGQiO2E6MDp7fXM6MzoibmV3IjthOjA6e319czo1MDoibG9naW5fd2ViXzU5YmEzNmFkZGMyYjJmOTQwMTU4MGYwMTRjN2Y1OGVhNGUzMDk4OWQiO2k6MTI7czo5OiJfcHJldmlvdXMiO2E6MTp7czozOiJ1cmwiO3M6NDc6Imh0dHBzOi8vYnNjcy1ncm91cF85LnRlc3QvdGVhY2hlci9kYXNoYm9hcmQvYXBpIjt9fQ==,1765127092
